"Block","Order","Block.1","Position","ML","Leaf.Number","Comment","Trt","Comp","Combos","Population","Species"
"1",117,1,"117A","PA4.15Ihed",5,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",118,1,"118","PA4.14Ip",4,"","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip"
"1",118,1,"118","PA4.7Ihed",7,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",119,1,"119","PA4.15Ip",5,"","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip"
"1",119,1,"119","PA4.9Ihed",5,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",119,1,"119A","PA4.16Ip",5,"","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip"
"1",119,1,"119A","PA4.15Ihed",5,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",120,1,"120","PA4.16Ip",4,"","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip"
"1",120,1,"120","PA4.9Ihed",5,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",122,1,"122","PA4.11Ip",4,"","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip"
"1",122,1,"122","PA4.12Ihed",4,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",123,1,"123","PA4.13Ip",2,"","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip"
"1",123,1,"123","PA4.9Ihed",5,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",123,1,"123A","PA4.2Ip",5,"","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip"
"1",123,1,"123A","PA4.15Ihed",5,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",125,1,"125","PA4.15Ip",6,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"1",125,1,"125","PA4.7Ihed",6,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",125,1,"125A","PA4.18Ip",4,"","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip"
"1",125,1,"125A","PA4.15Ihed",7,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",126,1,"126","PA4.18Ip",6,"","Alone","NA","NA","PA4","Ip"
"1",127,1,"127","PA4.19Ip",6,"","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip"
"1",127,1,"127","PA4.7Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",127,1,"127A","PA4.18Ip",7,"","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip"
"1",127,1,"127A","PA4.15Ihed",7,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",128,1,"128","PA4.17Ip",7,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"1",128,1,"128","PA4.12Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",129,1,"129A","PA4.17Ip",5,"","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip"
"1",129,1,"129A","PA4.2Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ihed"
"1",130,1,"130","PA4.15Ip",5,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"1",130,1,"130","PA4.7Ihed",6,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",131,1,"131","PA4.17Ip",5,"","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip"
"1",131,1,"131","PA4.9Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",131,1,"131A","PA4.14Ip",5,"","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip"
"1",131,1,"131A","PA4.15Ihed",6,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",133,1,"133","PA4.1Ip",6,"","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip"
"1",133,1,"133","PA4.12Ihed",6,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",133,1,"133A","PA4.13Ip",7,"","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip"
"1",133,1,"133A","PA4.15Ihed",7,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",134,1,"134","PA4.19Ip",6,"","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip"
"1",134,1,"134","PA4.7Ihed",7,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",135,1,"135","PA4.14Ip",7,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"1",135,1,"135","PA4.3Ihed",6,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",136,1,"136","PA4.2Ip",6,"","Alone","NA","NA","PA4","Ip"
"1",137,1,"137","PA4.16Ip",4,"","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip"
"1",137,1,"137","PA4.9Ihed",6,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",137,1,"137A","PA4.13Ip",8,"","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip"
"1",137,1,"137A","PA4.15Ihed",5,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",138,1,"138","PA4.11Ip",7,"","Alone","NA","NA","PA4","Ip"
"1",139,1,"139A","PA4.11Ip",6,"","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip"
"1",139,1,"139A","PA4.2Ihed",5,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ihed"
"1",140,1,"140","PA4.13Ip",6,"","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ip"
"1",140,1,"140","PA4.3Ihed",3,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",141,1,"141","PA4.13Ip",6,"","Alone","NA","NA","PA4","Ip"
"1",141,1,"141A","PA4.18Ip",5,"","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip"
"1",141,1,"141A","PA4.15Ihed",6,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",142,1,"142","PA4.16Ip",4,"","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip"
"1",142,1,"142","PA4.3Ihed",5,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",143,1,"143","PA4.14Ip",4,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"1",143,1,"143","PA4.3Ihed",7,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",143,1,"143A","PA4.18Ip",6,"","Inter","PA 4.2 Ihed","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ip"
"1",143,1,"143A","PA4.2Ihed",5,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ihed"
"1",144,1,"144","PA4.16Ip",5,"","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip"
"1",144,1,"144","PA4.7Ihed",11,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",145,1,"145","PA4.1Ip",6,"","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip"
"1",145,1,"145","PA4.9Ihed",8,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",145,1,"145A","PA4.16Ip",7,"","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip"
"1",145,1,"145A","PA4.15Ihed",11,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",146,1,"146","PA4.2Ip",5,"","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip"
"1",146,1,"146","PA4.12Ihed",5,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",147,1,"147","PA4.15Ip",6,"","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip"
"1",147,1,"147","PA4.3Ihed",4,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",147,1,"147A","PA4.19Ip",8,"","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip"
"1",147,1,"147A","PA4.2Ihed",8,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ihed"
"1",149,1,"149","PA4.14Ip",8,"","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip"
"1",149,1,"149","PA4.12Ihed",12,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",149,1,"149A","PA4.13Ip",5,"","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip"
"1",149,1,"149A","PA4.2Ihed",8,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ihed"
"1",150,1,"150","PA4.19Ip",11,"","Alone","NA","NA","PA4","Ip"
"1",151,1,"151","PA4.14Ip",9,"","Alone","NA","NA","PA4","Ip"
"1",151,1,"151A","PA4.2Ip",11,"","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip"
"1",151,1,"151A","PA4.15Ihed",7,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",153,1,"153","PA4.1Ip",10,"","Alone","NA","NA","PA4","Ip"
"1",153,1,"153A","PA4.15Ip",6,"","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip"
"1",153,1,"153A","PA4.15Ihed",6,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",155,1,"155","PA4.15Ip",6,"","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip"
"1",155,1,"155","PA4.12Ihed",5,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",155,1,"155A","PA4.19Ip",6,"","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip"
"1",155,1,"155A","PA4.2Ihed",6,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ihed"
"1",157,1,"157","PA4.17Ip",9,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"1",157,1,"157","PA4.12Ihed",8,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",157,1,"157A","PA4.11Ip",7,"","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip"
"1",157,1,"157A","PA4.15Ihed",5,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ihed"
"1",158,1,"158","PA4.11Ip",12,"","Alone","NA","NA","PA4","Ip"
"1",160,1,"160","PA4.19Ip",3,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"1",160,1,"160","PA4.3Ihed",5,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",161,1,"161","PA4.15Ip",7,"","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip"
"1",161,1,"161","PA4.12Ihed",6,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",162,1,"162","PA4.14Ip",5,"","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip"
"1",162,1,"162","PA4.9Ihed",7,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",164,1,"164","PA4.2Ip",7,"","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip"
"1",164,1,"164","PA4.12Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",169,1,"169","PA4.18Ip",8,"","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip"
"1",169,1,"169","PA4.9Ihed",10,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",170,1,"170","PA4.18Ip",9,"","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip"
"1",170,1,"170","PA4.9Ihed",11,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",171,1,"171","PA4.2Ip",8,"","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip"
"1",171,1,"171","PA4.9Ihed",11,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",172,1,"172","PA4.15Ip",11,"","Alone","NA","NA","PA4","Ip"
"1",173,1,"173","PA4.16Ip",8,"","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip"
"1",173,1,"173","PA4.12Ihed",12,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",174,1,"174","PA4.15Ip",7,"","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip"
"1",174,1,"174","PA4.3Ihed",15,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",175,1,"175","PA4.11Ip",8,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"1",175,1,"175","PA4.9Ihed",12,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",177,1,"177","PA4.2Ip",14,"","Alone","NA","NA","PA4","Ip"
"1",178,1,"178","PA4.19Ip",5,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"1",178,1,"178","PA4.3Ihed",11,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",180,1,"180","PA4.2Ip",10,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"1",180,1,"180","PA4.3Ihed",7,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",183,1,"183","PA4.16Ip",19,"","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip"
"1",183,1,"183","PA4.7Ihed",25,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",184,1,"184","PA4.14Ip",11,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"1",184,1,"184","PA4.3Ihed",16,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",185,1,"185","PA4.18Ip",7,"","Alone","NA","NA","PA4","Ip"
"1",186,1,"186","PA4.14Ip",7,"","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip"
"1",186,1,"186","PA4.7Ihed",11,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",189,1,"189","PA4.15Ip",5,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"1",189,1,"189","PA4.7Ihed",9,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",193,1,"193","PA4.2Ip",4,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"1",193,1,"193","PA4.3Ihed",16,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",194,1,"194","PA4.11Ip",5,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"1",194,1,"194","PA4.9Ihed",7,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",195,1,"195","PA4.2Ip",5,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"1",195,1,"195","PA4.3Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",197,1,"197","PA4.11Ip",4,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"1",197,1,"197","PA4.9Ihed",6,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",199,1,"199","PA4.19Ip",5,"","Inter","PA 4.9 Ihed","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ip"
"1",199,1,"199","PA4.9Ihed",5,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",201,1,"201","PA4.18Ip",5,"","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip"
"1",201,1,"201","PA4.3Ihed",6,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",203,1,"203","PA4.17Ip",7,"","Alone","NA","NA","PA4","Ip"
"1",204,1,"204","PA4.17Ip",7,"","Alone","NA","NA","PA4","Ip"
"1",205,1,"205","PA4.1Ip",6,"","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip"
"1",205,1,"205","PA4.12Ihed",9,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",206,1,"206","PA4.16Ip",7,"","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip"
"1",206,1,"206","PA4.3Ihed",8,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",207,1,"207","PA4.17Ip",7,"","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip"
"1",207,1,"207","PA4.3Ihed",7,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",208,1,"208","PA4.13Ip",7,"","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip"
"1",208,1,"208","PA4.12Ihed",12,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",209,1,"209","PA4.13Ip",5,"","Inter","PA 4.7 Ihed","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ip"
"1",209,1,"209","PA4.7Ihed",10,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",211,1,"211","PA4.17Ip",6,"","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip"
"1",211,1,"211","PA4.7Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",212,1,"212","PA4.16Ip",7,"","Alone","NA","NA","PA4","Ip"
"1",213,1,"213","PA4.16Ip",8,"","Alone","NA","NA","PA4","Ip"
"1",214,1,"214","PA4.2Ip",6,"","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip"
"1",214,1,"214","PA4.7Ihed",10,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",218,1,"218","PA4.19Ip",8,"","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip"
"1",218,1,"218","PA4.12Ihed",8,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",219,1,"219","PA4.11Ip",4,"","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip"
"1",219,1,"219","PA4.12Ihed",8,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",220,1,"220","PA4.16Ip",6,"","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip"
"1",220,1,"220","PA4.12Ihed",9,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",223,1,"223","PA4.1Ip",6,"","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip"
"1",223,1,"223","PA4.9Ihed",8,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",224,1,"224","PA4.19Ip",6,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"1",224,1,"224","PA4.3Ihed",5,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",225,1,"225","PA4.15Ip",5,"","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip"
"1",225,1,"225","PA4.12Ihed",13,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",226,1,"226","PA4.15Ip",9,"","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip"
"1",226,1,"226","PA4.9Ihed",15,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",227,1,"227","PA4.19Ip",7,"","Inter","PA 4.9 Ihed","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ip"
"1",227,1,"227","PA4.9Ihed",9,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ihed"
"1",228,1,"228","PA4.13Ip",6,"","Alone","NA","NA","PA4","Ip"
"1",229,1,"229","PA4.13Ip",7,"","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip"
"1",229,1,"229","PA4.12Ihed",13,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",232,1,"232","PA4.19Ip",6,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"1",232,1,"232","PA4.3Ihed",7,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"1",233,1,"233","PA4.17Ip",4,"","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip"
"1",233,1,"233","PA4.7Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",234,1,"234","PA4.16Ip",5,"","Alone","NA","NA","PA4","Ip"
"1",241,1,"241","PA4.15Ip",9,"","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip"
"1",241,1,"241","PA4.7Ihed",16,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",243,1,"243","PA4.2Ip",12,"","Alone","NA","NA","PA4","Ip"
"1",244,1,"244","PA4.2Ip",8,"","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip"
"1",244,1,"244","PA4.7Ihed",14,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",245,1,"245","PA4.19Ip",5,"","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip"
"1",245,1,"245","PA4.12Ihed",17,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ihed"
"1",246,1,"246","PA4.18Ip",6,"","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip"
"1",246,1,"246","PA4.7Ihed",7,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ihed"
"1",247,1,"247","PA4.13Ip",5,"","Alone","NA","NA","PA4","Ip"
"1",248,1,"248","PA4.17Ip",8,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"1",248,1,"248","PA4.12Ihed",12,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",252,2,"252","PA4.1Ip",11,"","Inter","PA 4.7 Ihed","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ip"
"2",252,2,"252","PA4.7Ihed",6,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",255,2,"255","PA4.13Ip",9,"","Inter","PA 4.7 Ihed","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ip"
"2",255,2,"255","PA4.7Ihed",9,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",256,2,"256","PA4.1Ip",7,"","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip"
"2",256,2,"256","PA4.9Ihed",8,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",257,2,"257","PA4.2Ip",9,"","Alone","NA","NA","PA4","Ip"
"2",258,2,"258","PA4.2Ip",9,"","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip"
