"Block","Order","Block.1","Position","ML","Leaf.Number","Comment","Trt","Comp","Combos","Population","Species"
"2",258,2,"258","PA4.9Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",259,2,"259","PA4.1Ip",9,"","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip"
"2",259,2,"259","PA4.12Ihed",14,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",260,2,"260","PA4.15Ip",7,"","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip"
"2",260,2,"260","PA4.12Ihed",9,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",261,2,"261","PA4.18Ip",5,"","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip"
"2",261,2,"261","PA4.9Ihed",6,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",262,2,"262","PA4.1Ip",6,"","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip"
"2",262,2,"262","PA4.12Ihed",7,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",264,2,"264","PA4.18Ip",8,"","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip"
"2",264,2,"264","PA4.12Ihed",8,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",265,2,"265","PA4.15Ip",8,"","Alone","NA","NA","PA4","Ip"
"2",269,2,"269","PA4.14Ip",8,"","Alone","NA","NA","PA4","Ip"
"2",270,2,"270","PA4.16Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",272,2,"272","PA4.16Ip",5,"","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip"
"2",272,2,"272","PA4.12Ihed",5,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",275,2,"275","PA4.2Ip",6,"","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip"
"2",275,2,"275","PA4.9Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",276,2,"276","PA4.15Ip",8,"","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip"
"2",276,2,"276","PA4.9Ihed",9,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",277,2,"277","PA4.1Ip",4,"","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip"
"2",277,2,"277","PA4.3Ihed",6,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",278,2,"278","PA4.19Ip",9,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"2",278,2,"278","PA4.3Ihed",11,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",279,2,"279","PA4.13Ip",5,"","Inter","PA 4.7 Ihed","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ip"
"2",279,2,"279","PA4.7Ihed",8,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",280,2,"280","PA4.18Ip",10,"","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip"
"2",280,2,"280","PA4.7Ihed",11,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",282,2,"282","PA4.19Ip",8,"","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip"
"2",282,2,"282","PA4.7Ihed",8,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",284,2,"284","PA4.16Ip",6,"","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip"
"2",284,2,"284","PA4.7Ihed",16,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",285,2,"285","PA4.16Ip",24,"","Alone","NA","NA","PA4","Ip"
"2",286,2,"286","PA4.11Ip",14,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"2",286,2,"286","PA4.9Ihed",11,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",287,2,"287","PA4.16Ip",9,"","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip"
"2",287,2,"287","PA4.7Ihed",12,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",290,2,"290","PA4.1Ip",6,"","Inter","PA 4.7 Ihed","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ip"
"2",290,2,"290","PA4.7Ihed",9,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",291,2,"291","PA4.19Ip",6,"","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip"
"2",291,2,"291","PA4.12Ihed",8,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",292,2,"292","PA4.18Ip",6,"","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip"
"2",292,2,"292","PA4.9Ihed",6,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",293,2,"293","PA4.1Ip",8,"","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip"
"2",293,2,"293","PA4.12Ihed",9,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",295,2,"295","PA4.19Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",296,2,"296","PA4.13Ip",5,"","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip"
"2",296,2,"296","PA4.12Ihed",16,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",297,2,"297","PA4.2Ip",5,"","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip"
"2",297,2,"297","PA4.12Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",300,2,"300","PA4.18Ip",6,"","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip"
"2",300,2,"300","PA4.12Ihed",7,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",305,2,"305","PA4.14Ip",11,"","Alone","NA","NA","PA4","Ip"
"2",306,2,"306","PA4.1Ip",16,"","Alone","NA","NA","PA4","Ip"
"2",308,2,"308","PA4.16Ip",5,"","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip"
"2",308,2,"308","PA4.3Ihed",7,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",311,2,"311","PA4.2Ip",7,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"2",311,2,"311","PA4.3Ihed",8,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",313,2,"313","PA4.15Ip",5,"","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip"
"2",313,2,"313","PA4.9Ihed",9,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",314,2,"314","PA4.14Ip",5,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"2",314,2,"314","PA4.3Ihed",5,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",315,2,"315","PA4.15Ip",9,"","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip"
"2",315,2,"315","PA4.3Ihed",7,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",316,2,"316","PA4.2Ip",11,"","Alone","NA","NA","PA4","Ip"
"2",319,2,"319","PA4.16Ip",14,"","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip"
"2",319,2,"319","PA 4.12 Ihed",20,"","Inter","PA4.16Ip","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",320,2,"320","PA4.19Ip",5,"","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip"
"2",320,2,"320","PA4.12Ihed",11,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",321,2,"321","PA4.17Ip",12,"","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip"
"2",321,2,"321","PA4.7Ihed",18,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",322,2,"322","PA4.14Ip",9,"","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip"
"2",322,2,"322","PA4.9Ihed",18,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",324,2,"324","PA4.18Ip",9,"","Alone","NA","NA","PA4","Ip"
"2",325,2,"325","PA4.13Ip",6,"","Inter","PA 4.7 Ihed","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ip"
"2",325,2,"325","PA4.7Ihed",14,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",326,2,"326","PA4.18Ip",5,"","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip"
"2",326,2,"326","PA4.7Ihed",12,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",328,2,"328","PA4.13Ip",6,"","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip"
"2",328,2,"328","PA4.12Ihed",8,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",329,2,"329","PA4.1Ip",6,"","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip"
"2",329,2,"329","PA4.3Ihed",13,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",330,2,"330","PA4.15Ip",6,"","Alone","NA","NA","PA4","Ip"
"2",331,2,"331","PA4.14Ip",17,"","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip"
"2",331,2,"331","PA4.3Ihed",25,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",331,2,"331A","PA4.19Ip",13,"","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip"
"2",331,2,"331A","PA4.15Ihed",12,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",332,2,"332","PA4.17Ip",8,"","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip"
"2",332,2,"332","PA4.9Ihed",5,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",333,2,"333","PA4.1Ip",7,"","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip"
"2",333,2,"333","PA4.9Ihed",6,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",333,2,"333A","PA4.11Ip",8,"","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip"
"2",333,2,"333A","PA4.2Ihed",15,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",334,2,"334","PA4.2Ip",12,"","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip"
"2",334,2,"334","PA4.7Ihed",15,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",335,2,"335","PA4.17Ip",19,"","Alone","NA","NA","PA4","Ip"
"2",337,2,"337","PA4.19Ip",9,"","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip"
"2",337,2,"337","PA4.3Ihed",5,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",337,2,"337A","PA4.18Ip",6,"","Inter","PA 4.2 Ihed","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ip"
"2",337,2,"337A","PA4.2Ihed",9,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",338,2,"338","PA4.14Ip",9,"","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip"
"2",338,2,"338","PA4.7Ihed",28,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ihed"
"2",339,2,"339","PA4.15Ip",7,"","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip"
"2",339,2,"339","PA4.3Ihed",13,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",339,2,"339A","PA4.14Ip",7,"","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip"
"2",339,2,"339A","PA4.15Ihed",13,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",340,2,"340","PA4.11Ip",5,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"2",340,2,"340","PA4.9Ihed",8,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",341,2,"341","PA4.14Ip",6,"","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip"
"2",341,2,"341","PA4.9Ihed",8,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",341,2,"341A","PA4.16Ip",10,"","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip"
"2",341,2,"341A","PA4.2Ihed",8,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",342,2,"342","PA4.2Ip",8,"","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip"
"2",342,2,"342","PA4.3Ihed",5,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",343,2,"343","PA4.19Ip",7,"","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip"
"2",343,2,"343","PA4.12Ihed",24,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",345,2,"345","PA4.17Ip",13,"","Alone","NA","NA","PA4","Ip"
"2",345,2,"345A","PA4.13Ip",4,"","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip"
"2",345,2,"345A","PA4.15Ihed",10,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",346,2,"346","PA4.11Ip",6,"","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip"
"2",346,2,"346","PA4.9Ihed",7,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",347,2,"347","PA4.11Ip",8,"","Alone","NA","NA","PA4","Ip"
"2",347,2,"347A","PA4.14Ip",8,"","Inter","PA 4.2 Ihed","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ip"
"2",347,2,"347A","PA4.2Ihed",9,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",348,2,"348","PA4.14Ip",8,"","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip"
"2",348,2,"348","PA4.12Ihed",33,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",349,2,"349","PA4.19Ip",13,"","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip"
"2",349,2,"349","PA4.12Ihed",24,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",349,2,"349A","PA4.15Ip",12,"","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip"
"2",349,2,"349A","PA4.15Ihed",12,"","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",350,2,"350","PA4.13Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",351,2,"351","PA4.17Ip",7,"","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip"
"2",351,2,"351","PA4.3Ihed",7,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",351,2,"351A","PA4.13Ip",20,"","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip"
"2",351,2,"351A","PA4.15Ihed",13,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",352,2,"352","PA4.16Ip",17,"","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip"
"2",352,2,"352","PA4.9Ihed",7,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",353,2,"353","PA4.1Ip",8,"","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip"
"2",353,2,"353","PA4.9Ihed",13,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",353,2,"353A","PA4.13Ip",11,"","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip"
"2",353,2,"353A","PA4.2Ihed",22,"","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",355,2,"355","PA4.2Ip",7,"","Alone","NA","NA","PA4","Ip"
"2",355,2,"355A","PA4.2Ip",13,"","Inter","PA 4.2 Ihed","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ip"
"2",355,2,"355A","PA4.2Ihed",6,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",356,2,"356","PA4.17Ip",7,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"2",356,2,"356","PA4.12Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",357,2,"357","PA4.17Ip",10,"","Alone","NA","NA","PA4","Ip"
"2",358,2,"358","PA4.16Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",359,2,"359","PA4.18Ip",5,"","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip"
"2",359,2,"359","PA4.3Ihed",6,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",359,2,"359A","PA4.2Ip",6,"","Inter","PA 4.2 Ihed","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ip"
"2",359,2,"359A","PA4.2Ihed",6,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",360,2,"360","PA4.18Ip",5,"","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip"
"2",360,2,"360","PA4.3Ihed",6,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",361,2,"361A","PA4.17Ip",7,"","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip"
"2",361,2,"361A","PA4.2Ihed",6,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",363,2,"363A","PA4.17Ip",5,"","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip"
"2",363,2,"363A","PA4.15Ihed",5,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",364,2,"364","PA4.1Ip",8,"","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip"
"2",364,2,"364","PA4.9Ihed",9,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",365,2,"365A","PA4.17Ip",7,"","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip"
"2",365,2,"365A","PA4.15Ihed",7,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",367,2,"367A","PA4.1Ip",6,"","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip"
"2",367,2,"367A","PA4.15Ihed",7,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",367,2,"367B","PA 4.14 Ip",7,"","Inter","PA4.12Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip"
"2",367,2,"367B","PA4.12Ihed",7,"","Inter","PA 4.14 Ip","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",369,2,"369","PA4.14Ip",5,"","Alone","NA","NA","PA4","Ip"
"2",369,2,"369A","PA4.18Ip",7,"","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip"
"2",369,2,"369A","PA4.15Ihed",9,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",371,2,"371A","PA4.19Ip",9,"","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip"
"2",371,2,"371A","PA4.15Ihed",8,"","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",372,2,"372","PA4.17Ip",8,"","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip"
"2",372,2,"372","PA4.3Ihed",5,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",373,2,"373","PA4.2Ip",5,"","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip"
"2",373,2,"373","PA4.9Ihed",13,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",373,2,"373A","PA4.16Ip",10,"","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip"
"2",373,2,"373A","PA4.2Ihed",10,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",375,2,"375","PA4.17Ip",8,"","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip"
"2",375,2,"375","PA4.9Ihed",14,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",375,2,"375A","PA4.16Ip",13,"","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip"
"2",375,2,"375A","PA4.15Ihed",14,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",380,2,"380","PA4.16Ip",6,"","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip"
"2",380,2,"380","PA4.3Ihed",6,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ihed"
"2",381,2,"381A","PA4.1Ip",6,"","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip"
"2",381,2,"381A","PA4.15Ihed",6,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",383,2,"383A","PA4.17Ip",6,"","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip"
"2",383,2,"383A","PA4.15Ihed",7,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",384,2,"384","PA4.11Ip",5,"","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip"
"2",384,2,"384","PA4.12Ihed",9,"","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",385,2,"385","PA4.18Ip",5,"","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip"
"2",385,2,"385","PA4.9Ihed",3,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",385,2,"385A","PA4.1Ip",7,"","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip"
"2",385,2,"385A","PA4.2Ihed",5,"","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ihed"
"2",387,2,"387","PA4.17Ip",8,"","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip"
"2",387,2,"387","PA4.12Ihed",13,"","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ihed"
"2",387,2,"387A","PA4.2Ip",6,"","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip"
"2",387,2,"387A","PA4.15Ihed",6,"","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ihed"
"2",388,2,"388","PA4.16Ip",8,"","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip"
"2",388,2,"388","PA4.9Ihed",13,"","Inter","PA 4.16 Ip","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ihed"
"2",389,2,"389A","PA4.18Ip",9,"","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip"
"2",389,2,"389A","PA4.15Ihed",8,"","Inter","PA 4.18 Ip","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ihed"
